"id","name","title","addedDate","bdr","company","source","status","link","phone","notes","email"
"2514","Malcolm Connelly","Customer Intranet Facilitator","2025-06-26 16:48:30.401","Rupert Kay","Future Tech (Education)","LinkedIn","New Lead",,"715.841.9846","Lead from Education industry via Cold Call","Osborne_Kozey66@gmail.com"
"2515","Mrs. Brooke Prosacco","Principal Response Associate","2025-06-09 12:49:33.362","Dan Reeves","Innovation Hub (Real Estate)","Social Media","New Lead",,"387.434.6045","Lead from Real Estate industry via Cold Email","Charlie83@yahoo.com"
"2516","Nina Weissnat","Regional Division Planner","2025-07-07 08:52:37.831","Jamie Waite","Business Dynamics (Legal)","Partner","New Lead",,"(760) 993-6466","Lead from Legal industry via Trade Show","Carroll.Haley@hotmail.com"
"2517","Van Gleichner","Principal Interactions Developer","2025-06-27 10:29:34.919","Dan Reeves","TechCorp Solutions (Construction)","Cold Email","New Lead",,"1-415-311-4093 x93825","Lead from Construction industry via Referral","Deon.Littel73@yahoo.com"
"2518","Ira Wisozk","Customer Tactics Director","2025-07-10 16:11:10.585","Jennifer Davies","Prime Business Group (Manufacturing)","Social Media","New Lead",,"(526) 566-3963 x20954","Lead from Manufacturing industry via Partner","Neil87@gmail.com"
"2519","Dana Mueller","Global Metrics Designer","2025-06-09 13:15:54.556","Thomas Hardy","Strategic Partners (Marketing)","Cold Call","New Lead",,"871-411-0175 x393","Lead from Marketing industry via Referral","Domenick5@hotmail.com"
"2520","Myron Cruickshank","Corporate Accounts Facilitator","2025-07-31 13:54:51.426","Mark Cawston","Enterprise Solutions (Manufacturing)","Website Form","New Lead",,"(869) 899-7488 x758","Lead from Manufacturing industry via Social Media","Annabelle47@yahoo.com"
"2521","Kimberly Macejkovic","Lead Factors Architect","2025-07-03 14:36:13.01","Thomas Hardy","Elite Consulting (Healthcare)","Cold Call","New Lead",,"227.892.6494 x043","Lead from Healthcare industry via Cold Email","Gunnar41@gmail.com"
"2522","Ora Pollich","Principal Brand Facilitator","2025-08-01 08:38:41.512","Naeem Patel","Global Systems Inc (Technology)","Partner","New Lead",,"511.604.7872 x66704","Lead from Technology industry via Webinar","Gage21@hotmail.com"
"2523","Dwayne Stamm","Legacy Response Designer","2025-08-04 16:51:59.361","Gary Smith","Performance Group (Finance)","Social Media","New Lead",,"919-761-0899","Lead from Finance industry via Social Media","Brooklyn.Langworth85@hotmail.com"
"2524","Tanya Hodkiewicz","Senior Markets Supervisor","2025-07-02 12:36:27.747","Thomas Hardy","Performance Group (Legal)","LinkedIn","New Lead",,"1-543-332-6139","Lead from Legal industry via Cold Call","Hubert.Konopelski@hotmail.com"
"2525","Guadalupe Howe","Customer Factors Agent","2025-06-30 13:09:31.669","Jess Collins","Elite Consulting (Marketing)","Partner","New Lead",,"(396) 810-8430 x77303","Lead from Marketing industry via Content Marketing","Hillard_Block26@gmail.com"
"2526","Darrel Torp","Human Mobility Engineer","2025-06-26 15:51:17.004","Dan Reeves","TechCorp Solutions (Retail)","Trade Show","New Lead",,"(448) 826-6676 x030","Lead from Retail industry via Website Form","Al40@hotmail.com"
"2527","Loren Kertzmann","Product Web Designer","2025-07-01 11:30:47.19","Gary Smith","Global Systems Inc (Healthcare)","Content Marketing","Converted",,"(912) 418-1458 x0951","Lead from Healthcare industry via Webinar","Rodger.Anderson@yahoo.com"
"2528","Jenny Larkin","Chief Interactions Associate","2025-07-14 12:09:31.213","Jennifer Davies","Growth Partners (Construction)","Webinar","New Lead",,"269.607.1552 x222","Lead from Construction industry via Cold Email","Eulalia49@gmail.com"
"2529","Guy Quitzon","Internal Functionality Orchestrator","2025-07-16 14:44:09.175","Mark Cawston","Innovation Hub (Manufacturing)","Content Marketing","New Lead",,"(810) 359-3601 x1808","Lead from Manufacturing industry via Content Marketing","Candice.Kuphal@yahoo.com"
"2530","Michael Raynor","Internal Group Strategist","2025-07-08 15:40:23.323","Thomas Corcoran","Global Systems Inc (Consulting)","Website Form","New Lead",,"409.281.1704 x63008","Lead from Consulting industry via Referral","Isai_Kessler65@gmail.com"
"2531","Raquel Okuneva","Senior Brand Liaison","2025-06-09 08:58:23.531","Rupert Kay","TechCorp Solutions (Consulting)","Trade Show","New Lead",,"1-442-439-2712 x57227","Lead from Consulting industry via Webinar","Roberto_Kerluke34@gmail.com"
"2532","Edmund Gleason","Regional Solutions Supervisor","2025-07-25 16:17:22.883","Mark Cawston","Digital Innovations Ltd (Technology)","LinkedIn","New Lead",,"(454) 705-1720","Lead from Technology industry via Referral","Cullen37@yahoo.com"
"2533","Jody Bernhard","National Response Producer","2025-06-19 15:34:30.953","Dan Reeves","Business Dynamics (Marketing)","Webinar","New Lead",,"(536) 375-0078 x92425","Lead from Marketing industry via Cold Email","Emmitt_Cremin@hotmail.com"
"2534","Raquel Olson","Chief Operations Technician","2025-07-17 15:02:51.45","Naeem Patel","Performance Group (Healthcare)","Partner","New Lead",,"(370) 616-0965 x3358","Lead from Healthcare industry via Content Marketing","Verna51@gmail.com"
"2535","Ruben Torphy DDS","Customer Factors Technician","2025-06-09 08:12:19.544","Jamie Waite","Innovation Hub (Manufacturing)","Webinar","New Lead",,"(498) 360-8088 x86007","Lead from Manufacturing industry via LinkedIn","Lowell_Batz50@gmail.com"
"2536","Alfredo Becker","Chief Directives Supervisor","2025-06-09 15:08:17.454","Jamie Waite","Growth Partners (Retail)","Content Marketing","New Lead",,"(987) 556-9169 x7408","Lead from Retail industry via Content Marketing","Allison_Langosh35@hotmail.com"
"2537","Luther Connelly","Senior Creative Officer","2025-06-13 09:14:02.828","Naeem Patel","NextGen Technologies (Real Estate)","Referral","Converted",,"(988) 277-6313","Lead from Real Estate industry via Webinar","Kailee.Torphy@yahoo.com"
"2538","Kay Sawayn","Human Group Engineer","2025-06-11 10:42:51.14","Thomas Hardy","Global Systems Inc (Education)","Social Media","Converted",,"856.645.0641 x147","Lead from Education industry via Referral","Idella_Wiegand-Ernser@hotmail.com"
"2539","Shirley Hamill","Human Applications Liaison","2025-07-28 13:17:31.939","Stephen Vivian","Performance Group (Real Estate)","Trade Show","New Lead",,"(540) 748-3433 x5994","Lead from Real Estate industry via Cold Call","Charles_Franey-Simonis41@gmail.com"
"2540","Brittany Ritchie","Chief Implementation Consultant","2025-06-23 16:43:10.39","Jennifer Davies","Digital Innovations Ltd (Retail)","Partner","New Lead",,"1-781-683-4584 x4916","Lead from Retail industry via Partner","Aurelie_Beier9@hotmail.com"
"2541","Cheryl Quigley","Regional Division Coordinator","2025-06-09 12:43:27.639","Thomas Hardy","Data Solutions (Healthcare)","Social Media","New Lead",,"1-685-906-1235","Lead from Healthcare industry via Trade Show","Ofelia.Lesch@yahoo.com"
"2542","Jeremy Boehm","Global Markets Architect","2025-06-13 12:57:24.857","Verity Kay","NextGen Technologies (Technology)","Content Marketing","Converted",,"396.568.7248 x588","Lead from Technology industry via Social Media","Wilburn18@yahoo.com"
"2543","Fannie Nolan","Future Optimization Strategist","2025-06-18 10:09:47.17","Mark Cawston","NextGen Technologies (Finance)","Partner","New Lead",,"1-748-288-5896 x707","Lead from Finance industry via Cold Call","Deshaun_Pouros@hotmail.com"
"2544","Raul Smitham","Chief Factors Specialist","2025-06-05 08:23:47.379","Jamie Waite","Data Solutions (Hospitality)","Social Media","Converted",,"(229) 890-7940","Lead from Hospitality industry via Partner","Sophia_Kuhlman73@hotmail.com"
"2545","Dr. Alma Ondricka","Internal Communications Administrator","2025-07-01 16:51:28.084","Jennifer Davies","TechCorp Solutions (Real Estate)","Partner","New Lead",,"575.730.6209 x970","Lead from Real Estate industry via Cold Call","Agnes.Kutch-Gorczany20@hotmail.com"
"2546","Gayle Boyer","Legacy Identity Producer","2025-07-28 14:22:01.814","Jamie Waite","Enterprise Solutions (Finance)","Content Marketing","Converted",,"992.707.7058","Lead from Finance industry via LinkedIn","Ardella.Funk37@gmail.com"
"2547","Calvin Abbott","Central Configuration Specialist","2025-07-29 09:54:46.335","Stephen Vivian","Elite Consulting (Marketing)","Referral","Converted",,"(433) 820-5169 x6038","Lead from Marketing industry via Content Marketing","Eloy53@yahoo.com"
"2548","Gwendolyn Bernier","Investor Security Orchestrator","2025-06-24 13:43:54.233","Thomas Hardy","NextGen Technologies (Manufacturing)","Social Media","New Lead",,"865-274-6559 x3127","Lead from Manufacturing industry via Website Form","Zakary.Stracke@gmail.com"
"2549","Krystal Bradtke","Forward Identity Representative","2025-06-30 16:27:57.773","Mark Cawston","Advanced Analytics (Retail)","Cold Email","New Lead",,"1-961-866-2729 x84243","Lead from Retail industry via Website Form","Vivienne1@yahoo.com"
"2550","Felix Wiza-Fadel","Internal Interactions Executive","2025-06-16 12:55:20.709","Jess Collins","Growth Partners (Real Estate)","Cold Email","New Lead",,"(491) 542-6443 x2645","Lead from Real Estate industry via Website Form","Lolita_Jerde@yahoo.com"
"2551","Colin Dare","Legacy Integration Strategist","2025-06-12 11:25:26.354","Jennifer Davies","Smart Systems (Real Estate)","Cold Call","New Lead",,"311-941-1025 x179","Lead from Real Estate industry via Trade Show","Preston79@yahoo.com"
"2552","Janis Corwin","Direct Optimization Designer","2025-06-23 12:23:13.737","Stephen Vivian","TechCorp Solutions (Manufacturing)","Trade Show","Converted",,"265.602.9772 x459","Lead from Manufacturing industry via Website Form","Mylene_Nader@gmail.com"
"2553","Phil Zemlak","Future Program Specialist","2025-06-12 09:02:18.602","Gary Smith","Performance Group (Consulting)","Social Media","Converted",,"239-917-3159","Lead from Consulting industry via Referral","Deven_Lesch@gmail.com"
"2554","Mamie Haag","Central Integration Strategist","2025-06-27 10:16:12.924","Thomas Hardy","Future Tech (Education)","Cold Call","New Lead",,"261-713-0988 x98235","Lead from Education industry via Trade Show","Hayden.Bechtelar18@yahoo.com"
"2555","Bernadette Fadel","Global Accountability Assistant","2025-06-16 15:36:46.423","Jamie Waite","Data Solutions (Real Estate)","Cold Email","New Lead",,"1-390-993-9419 x971","Lead from Real Estate industry via Social Media","Liana.Kilback@yahoo.com"
"2556","Shannon Stanton","Product Assurance Developer","2025-07-28 09:04:10.317","Stephen Vivian","Global Systems Inc (Technology)","Content Marketing","Converted",,"(659) 762-1049","Lead from Technology industry via Website Form","Demond10@yahoo.com"
"2557","Melody McCullough II","Direct Creative Director","2025-07-07 09:40:52.463","Adel Mhiri","Innovation Hub (Real Estate)","Cold Email","New Lead",,"644-559-3949 x2394","Lead from Real Estate industry via Referral","Carolyn39@gmail.com"
"2558","Jill Sauer","Internal Operations Assistant","2025-06-09 13:11:54.993","Rupert Kay","Data Solutions (Consulting)","Website Form","New Lead",,"(958) 876-8687 x263","Lead from Consulting industry via Trade Show","Toney32@hotmail.com"
"2559","Scott Labadie","Direct Markets Assistant","2025-06-24 11:59:35.108","Jess Collins","Prime Business Group (Real Estate)","LinkedIn","New Lead",,"(723) 597-5502 x667","Lead from Real Estate industry via Referral","Una40@yahoo.com"
"2560","Lorraine Lakin","Corporate Mobility Planner","2025-07-28 13:57:46.602","Jennifer Davies","Smart Systems (Marketing)","Webinar","New Lead",,"1-719-766-8927","Lead from Marketing industry via Social Media","Frances.Lesch-Raynor51@hotmail.com"
"2561","Louis Mraz Sr.","Principal Interactions Facilitator","2025-06-13 11:34:20.251","Thomas Hardy","Data Solutions (Hospitality)","Social Media","Converted",,"1-343-524-7868 x842","Lead from Hospitality industry via Partner","Ines13@hotmail.com"
"2562","Edmund Bartoletti","Legacy Web Planner","2025-07-03 10:57:21.793","Gary Smith","Elite Consulting (Legal)","Partner","New Lead",,"878.466.2122 x50505","Lead from Legal industry via Cold Email","Chadrick_Ruecker@yahoo.com"
"2563","Ernestine Rohan","Global Functionality Supervisor","2025-06-30 09:22:28.233","Thomas Corcoran","Business Dynamics (Hospitality)","Referral","New Lead",,"1-846-333-3920 x800","Lead from Hospitality industry via Webinar","Maryam_Lebsack@gmail.com"
"2564","Raquel Tremblay","Regional Applications Assistant","2025-07-14 14:51:06.582","Verity Kay","Strategic Partners (Consulting)","Trade Show","New Lead",,"395-290-9388 x04186","Lead from Consulting industry via Referral","Marge59@gmail.com"
"2565","Dr. Antonia Pfeffer","Human Response Supervisor","2025-06-11 14:03:35.313","Naeem Patel","Elite Consulting (Consulting)","Cold Call","New Lead",,"943-988-0486 x64854","Lead from Consulting industry via Cold Call","Brady97@yahoo.com"
"2566","Eula Murphy","Regional Research Manager","2025-06-13 11:51:54.997","Dan Reeves","Smart Systems (Hospitality)","Cold Call","New Lead",,"323-582-2205 x3228","Lead from Hospitality industry via Referral","Bernie58@gmail.com"
"2567","Willie Pollich","Customer Implementation Liaison","2025-06-09 09:19:01.734","Dan Reeves","Advanced Analytics (Finance)","Cold Email","New Lead",,"958.848.5118 x695","Lead from Finance industry via Content Marketing","Michael2@hotmail.com"
"2568","Mr. Jeffery Maggio","Lead Quality Designer","2025-06-09 16:00:34.051","Thomas Hardy","Future Tech (Manufacturing)","Website Form","New Lead",,"362-468-3268","Lead from Manufacturing industry via Cold Call","Phoebe_Hegmann@yahoo.com"
"2569","Lionel Kshlerin","Chief Data Liaison","2025-07-18 15:37:30.433","Thomas Corcoran","NextGen Technologies (Hospitality)","Partner","New Lead",,"(592) 706-3084 x59938","Lead from Hospitality industry via Referral","Modesta.Boehm@hotmail.com"
"2570","Alfred Kautzer","Internal Interactions Producer","2025-06-16 10:13:08.555","Adel Mhiri","Performance Group (Technology)","Website Form","Converted",,"813.648.0360 x47759","Lead from Technology industry via Social Media","Trevor99@gmail.com"
"2571","Marvin Beer","Human Factors Analyst","2025-07-16 13:11:54.387","Stephen Vivian","Innovation Hub (Retail)","Partner","New Lead",,"571.210.9458 x65283","Lead from Retail industry via Referral","Marcelle.Welch@hotmail.com"
"2572","Wendell Jacobs","Corporate Division Assistant","2025-07-07 16:04:21.257","Thomas Corcoran","Digital Innovations Ltd (Hospitality)","Content Marketing","New Lead",,"268.358.0852 x873","Lead from Hospitality industry via Trade Show","Claudine.Kuphal@hotmail.com"
"2573","Dana Turcotte","Product Creative Administrator","2025-06-25 10:43:04.877","Jennifer Davies","Elite Consulting (Legal)","Website Form","New Lead",,"(215) 412-0377 x3062","Lead from Legal industry via Trade Show","Vergie29@hotmail.com"
"2574","Miss Laurie Huel","Global Data Designer","2025-07-14 10:38:44.04","Verity Kay","Growth Partners (Consulting)","Social Media","New Lead",,"1-619-633-0426 x80801","Lead from Consulting industry via Website Form","Virginia_Gerlach28@yahoo.com"
"2575","Peggy Robel","Corporate Usability Agent","2025-06-09 11:47:23.154","Jamie Waite","Strategic Partners (Construction)","Partner","New Lead",,"1-441-419-6769 x570","Lead from Construction industry via Cold Email","Lowell_Schuppe28@hotmail.com"
"2576","Harold Thompson DDS","Corporate Assurance Director","2025-07-28 14:55:49.585","Thomas Hardy","TechCorp Solutions (Healthcare)","Cold Call","New Lead",,"654.874.5998 x03985","Lead from Healthcare industry via Content Marketing","Marco.Orn@gmail.com"
"2577","Mrs. Gertrude Leannon","Future Operations Assistant","2025-07-30 10:51:58.439","Dan Reeves","Enterprise Solutions (Healthcare)","LinkedIn","New Lead",,"(639) 948-8744 x09765","Lead from Healthcare industry via Website Form","Colten94@gmail.com"
"2578","Johanna Spencer","Product Brand Architect","2025-06-13 10:54:57.72","Adel Mhiri","Innovation Hub (Healthcare)","Cold Email","New Lead",,"938-368-3408 x2217","Lead from Healthcare industry via LinkedIn","Tevin20@hotmail.com"
"2579","Ms. Sally Bogan","Human Applications Associate","2025-08-04 08:05:09.316","Mark Cawston","Global Systems Inc (Consulting)","Trade Show","New Lead",,"(669) 852-4924 x085","Lead from Consulting industry via Website Form","Dixie96@gmail.com"
"2580","Carla Krajcik","Principal Communications Manager","2025-07-25 08:16:25.787","Verity Kay","NextGen Technologies (Consulting)","Cold Email","New Lead",,"754.856.1853 x31184","Lead from Consulting industry via Trade Show","Lonnie_Murazik99@yahoo.com"
"2581","Patrick Abbott","Human Functionality Designer","2025-07-16 10:26:25.904","Jamie Waite","Advanced Analytics (Technology)","Partner","New Lead",,"1-734-789-6819","Lead from Technology industry via Partner","Anastacio.Maggio@yahoo.com"
"2582","Mr. Benny Littel Sr.","Lead Creative Specialist","2025-07-08 12:46:40.869","Adel Mhiri","Enterprise Solutions (Education)","Website Form","New Lead",,"920-943-1872","Lead from Education industry via Content Marketing","Stanley1@yahoo.com"
"2583","Mercedes Raynor-Bergnaum","Forward Metrics Producer","2025-06-16 11:44:23.561","Jess Collins","Enterprise Solutions (Manufacturing)","Social Media","New Lead",,"1-604-722-1077 x44733","Lead from Manufacturing industry via Trade Show","Aisha82@hotmail.com"
"2584","Leland Okuneva","Future Response Consultant","2025-07-09 15:28:31.029","Mark Cawston","NextGen Technologies (Technology)","Content Marketing","Converted",,"841-298-3487 x95130","Lead from Technology industry via Partner","Oceane.Greenholt0@yahoo.com"
"2585","Luther Thompson IV","Regional Interactions Specialist","2025-06-30 14:58:10.045","Rupert Kay","Advanced Analytics (Technology)","Webinar","New Lead",,"920-732-2804","Lead from Technology industry via LinkedIn","Cletus.Okuneva@gmail.com"
"2586","Shawn Pollich","Product Functionality Liaison","2025-07-17 08:30:59.686","Stephen Vivian","Business Dynamics (Legal)","Content Marketing","Converted",,"(518) 764-1750 x7116","Lead from Legal industry via Social Media","Don_Cartwright@hotmail.com"
"2587","Courtney Schowalter","Lead Web Architect","2025-07-16 13:31:57.939","Stephen Vivian","Strategic Partners (Legal)","Social Media","New Lead",,"912.496.1265 x72548","Lead from Legal industry via Website Form","Chanel.Strosin63@gmail.com"
"2588","Dixie Lemke-Franecki","Product Operations Specialist","2025-07-10 13:41:35.498","Jamie Waite","Global Systems Inc (Consulting)","Referral","New Lead",,"493-936-3256 x6031","Lead from Consulting industry via LinkedIn","Cyril86@gmail.com"
"2589","Ms. Sheri Schneider-Muller","Direct Accounts Consultant","2025-06-19 12:06:22.658","Dan Reeves","Innovation Hub (Hospitality)","Cold Email","Converted",,"776.328.2106 x739","Lead from Hospitality industry via Trade Show","Ubaldo_Gerhold91@hotmail.com"
"2590","Kathleen Kuvalis","Human Response Planner","2025-07-09 10:40:49.826","Dan Reeves","Digital Innovations Ltd (Consulting)","LinkedIn","New Lead",,"532-217-0397 x5962","Lead from Consulting industry via Referral","Max_Koelpin@gmail.com"
"2591","Devin Batz","Forward Division Strategist","2025-06-25 12:42:59.295","Gary Smith","TechCorp Solutions (Education)","Cold Email","Converted",,"375.224.5561 x662","Lead from Education industry via Referral","Hellen.Kshlerin-Lowe89@yahoo.com"
"2592","Phil Swift IV","Investor Optimization Developer","2025-06-09 09:06:45.549","Jess Collins","Global Systems Inc (Healthcare)","LinkedIn","Converted",,"(268) 327-9727 x5814","Lead from Healthcare industry via Content Marketing","Wilfredo66@hotmail.com"
"2593","Noah McClure","Dynamic Program Administrator","2025-06-18 10:35:11.935","Mark Cawston","Prime Business Group (Manufacturing)","Referral","New Lead",,"(855) 539-8644 x932","Lead from Manufacturing industry via Website Form","Nicholas_Reichel97@gmail.com"
"2594","Nora Stark","Chief Optimization Producer","2025-06-09 10:45:50.139","Stephen Vivian","Smart Systems (Construction)","LinkedIn","New Lead",,"1-744-613-4763 x29956","Lead from Construction industry via Website Form","Garfield.OKeefe-Heller63@yahoo.com"
"2595","Guillermo Schulist","International Branding Consultant","2025-08-04 11:02:13.622","Verity Kay","Future Tech (Technology)","Trade Show","New Lead",,"(493) 306-4315","Lead from Technology industry via Referral","Piper_Ritchie36@hotmail.com"
"2596","Mr. Dallas Stehr","Future Identity Associate","2025-06-13 10:36:59.095","Dan Reeves","Smart Systems (Healthcare)","Cold Email","New Lead",,"(768) 289-9433","Lead from Healthcare industry via Webinar","Morton.Hagenes93@hotmail.com"
"2597","Hugh Kassulke","Regional Directives Orchestrator","2025-08-04 13:11:10.689","Naeem Patel","Smart Systems (Legal)","Content Marketing","New Lead",,"687-310-0730 x40578","Lead from Legal industry via Social Media","Kayla75@gmail.com"
"2598","Hazel Hirthe","District Optimization Manager","2025-06-16 10:52:10.25","Thomas Corcoran","Elite Consulting (Marketing)","Cold Email","Converted",,"212.382.4935 x211","Lead from Marketing industry via Cold Call","Mozell.Wehner33@hotmail.com"
"2599","Bernard Murazik III","Dynamic Mobility Agent","2025-07-02 15:00:02.644","Stephen Vivian","Advanced Analytics (Finance)","Partner","New Lead",,"1-268-261-1975","Lead from Finance industry via Webinar","Howell80@gmail.com"
"2600","Israel Trantow DVM","Investor Branding Specialist","2025-07-03 08:22:51.115","Mark Cawston","Business Dynamics (Technology)","Social Media","New Lead",,"1-641-930-9833","Lead from Technology industry via Content Marketing","Vincenza.Carroll50@hotmail.com"
"2601","Lila Beatty","Global Identity Representative","2025-07-08 14:04:21.184","Adel Mhiri","Growth Partners (Finance)","Cold Email","New Lead",,"575.366.0862 x63092","Lead from Finance industry via Social Media","Una66@gmail.com"
"2602","Bridget Kohler","Regional Response Manager","2025-08-01 11:57:45.687","Dan Reeves","Elite Consulting (Construction)","Cold Email","New Lead",,"1-622-808-7488","Lead from Construction industry via LinkedIn","Rachelle_Erdman@gmail.com"
"2603","Katherine Mitchell","Senior Marketing Executive","2025-06-16 15:49:43.988","Thomas Hardy","Digital Innovations Ltd (Real Estate)","Webinar","New Lead",,"(575) 897-7575 x2153","Lead from Real Estate industry via Webinar","Brennon0@hotmail.com"
"2604","Linda Hauck III","Principal Optimization Representative","2025-06-06 15:28:28.1","Dan Reeves","Enterprise Solutions (Hospitality)","Cold Email","New Lead",,"1-383-975-6268 x789","Lead from Hospitality industry via Website Form","Berenice.Simonis@hotmail.com"
"2605","Julie Keebler","Human Web Director","2025-07-14 11:57:24.044","Dan Reeves","NextGen Technologies (Legal)","Social Media","Converted",,"226.244.9451 x4915","Lead from Legal industry via Content Marketing","Alphonso.Wolf-Oberbrunner@hotmail.com"
"2606","Mr. Karl Ankunding Jr.","Dynamic Markets Facilitator","2025-07-18 13:27:12.199","Stephen Vivian","Elite Consulting (Retail)","LinkedIn","New Lead",,"275.619.9640 x338","Lead from Retail industry via Content Marketing","Chaim_Barton36@yahoo.com"
"2607","Kirk Hyatt DDS","District Implementation Technician","2025-06-30 09:24:09.903","Thomas Hardy","Advanced Analytics (Consulting)","Partner","Converted",,"(679) 981-6874 x887","Lead from Consulting industry via Webinar","Marty29@hotmail.com"
"2608","Brent Batz MD","Dynamic Paradigm Producer","2025-08-04 15:03:48.27","Jennifer Davies","Growth Partners (Manufacturing)","Cold Email","New Lead",,"518.742.5038 x8137","Lead from Manufacturing industry via Referral","Kaleigh_Casper58@gmail.com"
"2609","Regina Littel","Future Mobility Assistant","2025-07-10 11:11:25.291","Stephen Vivian","Business Dynamics (Retail)","Social Media","New Lead",,"897-792-5611 x55511","Lead from Retail industry via Content Marketing","Ari30@yahoo.com"
"2610","Donnie Hyatt","Corporate Integration Specialist","2025-07-18 14:57:56.965","Thomas Corcoran","Data Solutions (Marketing)","Referral","New Lead",,"(400) 323-3202 x2805","Lead from Marketing industry via Webinar","Logan31@hotmail.com"
"2611","Brittany Schultz I","Regional Tactics Director","2025-06-16 15:46:02.535","Stephen Vivian","Elite Consulting (Marketing)","Trade Show","Converted",,"945.886.8892","Lead from Marketing industry via Content Marketing","Electa.Bode36@gmail.com"
"2612","Ora Greenfelder","Human Implementation Architect","2025-07-07 12:30:32.292","Jess Collins","Prime Business Group (Real Estate)","LinkedIn","Converted",,"225-702-1488 x105","Lead from Real Estate industry via Partner","Della_Collins@gmail.com"
"2613","Stephen Gibson","Human Markets Coordinator","2025-07-28 09:54:33.578","Jess Collins","Strategic Partners (Retail)","Social Media","New Lead",,"(237) 215-9833 x1366","Lead from Retail industry via Website Form","Emma.Paucek@hotmail.com"
"2614","Dr. Flora Wuckert","Product Implementation Specialist","2025-07-15 14:16:37.671","Verity Kay","Performance Group (Construction)","Website Form","New Lead",,"(646) 546-2982","Lead from Construction industry via Social Media","Chaya.Feil@gmail.com"
"2615","Dr. Spencer Swaniawski","District Accounts Director","2025-06-20 14:15:33.206","Stephen Vivian","Advanced Analytics (Construction)","Social Media","New Lead",,"745-938-9174","Lead from Construction industry via Website Form","Luna59@hotmail.com"
"2616","Lisa Ullrich","Global Assurance Executive","2025-08-05 12:23:39.356","Jennifer Davies","TechCorp Solutions (Marketing)","Content Marketing","New Lead",,"(526) 582-6424 x63080","Lead from Marketing industry via Content Marketing","Aimee.Hilll@yahoo.com"
"2617","Cecil Ruecker","National Research Developer","2025-08-04 12:19:16.349","Thomas Hardy","Global Systems Inc (Technology)","Cold Call","New Lead",,"(482) 432-7448 x24316","Lead from Technology industry via Website Form","Lenore86@yahoo.com"
"2618","Jermaine McGlynn","Legacy Applications Strategist","2025-07-28 09:28:42.913","Thomas Hardy","Innovation Hub (Retail)","Referral","New Lead",,"(344) 879-9457 x12606","Lead from Retail industry via Partner","Connor94@gmail.com"
"2619","April Konopelski","Central Factors Analyst","2025-07-03 13:34:02.955","Gary Smith","Advanced Analytics (Real Estate)","LinkedIn","New Lead",,"696.782.9397 x87001","Lead from Real Estate industry via LinkedIn","King.Kuvalis13@yahoo.com"
"2620","Bernard Kuhn","Forward Operations Manager","2025-07-09 09:57:53.729","Mark Cawston","Business Dynamics (Hospitality)","Cold Call","Converted",,"857.741.1293 x8610","Lead from Hospitality industry via Trade Show","Nyasia58@gmail.com"
"2621","Melvin Labadie PhD","Human Intranet Developer","2025-06-25 10:50:08.544","Thomas Hardy","Future Tech (Finance)","Cold Email","New Lead",,"550.905.6990 x7182","Lead from Finance industry via Content Marketing","Dewayne.Kutch7@hotmail.com"
"2622","Mr. Laurence McClure","Principal Paradigm Designer","2025-07-29 13:05:53.647","Adel Mhiri","Data Solutions (Construction)","Trade Show","New Lead",,"(207) 412-5278","Lead from Construction industry via Partner","Grover29@yahoo.com"
"2623","Brett Stoltenberg Jr.","Internal Integration Engineer","2025-06-06 12:36:38.701","Naeem Patel","Prime Business Group (Construction)","Social Media","Converted",,"352-497-7707","Lead from Construction industry via Webinar","Dashawn_Ledner20@gmail.com"
"2624","Leah Cormier","Dynamic Response Supervisor","2025-06-19 08:12:13.827","Jennifer Davies","Elite Consulting (Manufacturing)","Social Media","New Lead",,"539-543-9086 x217","Lead from Manufacturing industry via Trade Show","Audra.Trantow81@yahoo.com"
"2625","Dr. Jordan Christiansen","District Tactics Architect","2025-07-11 09:59:33.226","Thomas Corcoran","Data Solutions (Finance)","Social Media","New Lead",,"(683) 386-5761","Lead from Finance industry via Social Media","Jerrell54@hotmail.com"
"2626","Gretchen Kuhlman","National Data Analyst","2025-07-16 13:56:43.866","Thomas Hardy","Elite Consulting (Healthcare)","Cold Call","New Lead",,"(305) 879-1599","Lead from Healthcare industry via Social Media","Rachel65@gmail.com"
"2627","Blanche Carter","Chief Factors Engineer","2025-06-23 15:48:42.404","Thomas Corcoran","Innovation Hub (Consulting)","Partner","Converted",,"1-898-596-1756 x67492","Lead from Consulting industry via Content Marketing","Jamal13@hotmail.com"
"2628","Salvatore Altenwerth V","Product Brand Strategist","2025-06-20 16:49:23.879","Gary Smith","Prime Business Group (Real Estate)","Website Form","New Lead",,"488-366-2808 x46164","Lead from Real Estate industry via Webinar","Elda_Reinger68@hotmail.com"
"2629","Floyd Nader-Kertzmann","Global Identity Specialist","2025-07-02 12:41:22.896","Verity Kay","Global Systems Inc (Hospitality)","LinkedIn","Converted",,"716.461.5200 x82043","Lead from Hospitality industry via Partner","Hilma_Metz12@hotmail.com"
"2630","Janis Paucek","Corporate Brand Specialist","2025-07-25 13:50:04.388","Rupert Kay","Data Solutions (Healthcare)","Webinar","New Lead",,"425.513.4984 x763","Lead from Healthcare industry via Referral","Rocky.Kuvalis-Okuneva98@hotmail.com"
